Index,name,establishment,url,address,city,locality,zipcode,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes,location_url
32,Domino's Pizza,['Quick Bites'],https://www.zomato.com/ahmedabad/dominos-pizza-isanpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Radha Krishana Arcade, Opposite Ghodasar Brts Bus Stand, Ghodasar, Isanpur, Ahmedabad",Ahmedabad,Isanpur,,"Isanpur, Ahmedabad","Pizza, Fast Food",10:57 AM to 11 PM,400,2,"['Takeaway Available', 'Credit Card', 'Lunch', 'Cash', 'Delivery', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Sodexo', 'Air Conditioned']",3.8,Good,1313,https://www.google.com/maps/search/?api=1&query=Domino%27s%20Pizza%2C%20Ground%20Floor%2C%20Radha%20Krishana%20Arcade%2C%20Opposite%20Ghodasar%20Brts%20Bus%20Stand%2C%20Ghodasar%2C%20Isanpur%2C%20Ahmedabad
33,Food On Way,[],https://www.zomato.com/ahmedabad/food-on-way-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 18, First Floor, Dev Aurum Building, Near Anandnagar Cross Road, Prahlad Nagar, Satellite, Ahmedabad",Ahmedabad,Satellite,,"Satellite, Ahmedabad","North Indian, Chinese","11 AM to 3 PM, 7 PM to 11 PM",400,2,"['Lunch', 'Cash', 'Dinner', 'Delivery', 'Pure Veg']",3.9,Good,2776,https://www.google.com/maps/search/?api=1&query=Food%20On%20Way%2C%20Shop%2018%2C%20First%20Floor%2C%20Dev%20Aurum%20Building%2C%20Near%20Anandnagar%20Cross%20Road%2C%20Prahlad%20Nagar%2C%20Satellite%2C%20Ahmedabad
34,Fozzie's Pizzaiolo. Cafe. Deli,['Café'],https://www.zomato.com/ahmedabad/fozzies-pizzaiolo-cafe-deli-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"First Floor, Maruti Crystal, Opposite Rajpath Club, Service Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Cafe, Italian",11:30am – 11pm (Mon-Sun),900,3,"['Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Delivery', 'Board Games', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Private Dining Area Available', 'Wifi', 'Outdoor Seating', 'Digital Payments Accepted', 'Smoking Area', 'Serves Jain Food', 'All Day Breakfast', 'Group Meal']",4.2,Very Good,1756,https://www.google.com/maps/search/?api=1&query=Fozzie%27s%20Pizzaiolo.%20Cafe.%20Deli%2C%20First%20Floor%2C%20Maruti%20Crystal%2C%20Opposite%20Rajpath%20Club%2C%20Service%20Road%2C%20Bodakdev%2C%20Ahmedabad
35,Sale and Pepe,['Casual Dining'],https://www.zomato.com/ahmedabad/sale-and-pepe-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4 & 5, 1st Floor, Times Square Arcade, Thaltej-Shilaj Road, Thaltej, Ahmedabad",Ahmedabad,Thaltej,380059,"Thaltej, Ahmedabad",Italian,"12:30pm – 3:30pm, 6:30pm – 10:45pm (Mon-Sun)",1200,3,"['Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Pure Veg']",4.5,Excellent,328,https://www.google.com/maps/search/?api=1&query=Sale%20and%20Pepe%2C%204%20%26%205%2C%201st%20Floor%2C%20Times%20Square%20Arcade%2C%20Thaltej-Shilaj%20Road%2C%20Thaltej%2C%20Ahmedabad
36,Jay Bhavani Vadapav,['Quick Bites'],https://www.zomato.com/ahmedabad/jay-bhavani-vadapav-1-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"19-20, Sahjanand Complex, Near Rahul Tower, 100 Feet Road, Satellite Ahmedabad",Ahmedabad,Satellite,0,"Satellite, Ahmedabad","Fast Food, Chinese, South Indian",6am – 3am (Mon-Sun),300,1,"['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Delivery', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.8,Good,886,https://www.google.com/maps/search/?api=1&query=Jay%20Bhavani%20Vadapav%2C%2019-20%2C%20Sahjanand%20Complex%2C%20Near%20Rahul%20Tower%2C%20100%20Feet%20Road%2C%20Satellite%20Ahmedabad
37,Barbeque Nation,['Casual Dining'],https://www.zomato.com/ahmedabad/barbeque-nation-1-memnagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor, Satyaone, Opposite Manav Mandir, Memnagar, Ahmedabad",Ahmedabad,Memnagar,0,"Memnagar, Ahmedabad","Mughlai, North Indian, BBQ","12noon – 3:30pm, 6:30pm – 11pm (Mon-Sun)",1600,4,"['Lunch', 'Cash', 'Dinner', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Table booking recommended', 'Buffet', 'Indoor Seating', 'Air Conditioned']",4.5,Excellent,2278,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%2C%201st%20Floor%2C%20Satyaone%2C%20Opposite%20Manav%20Mandir%2C%20Memnagar%2C%20Ahmedabad
38,Nini's Kitchen,['Casual Dining'],https://www.zomato.com/ahmedabad/ninis-kitchen-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"104/105, First Floor, 3rd Eye Vision, Dr. Vikram Sarabhai Marg (IIM road), Near Nexa Showroom, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,,"Vastrapur, Ahmedabad","North Indian, Italian, Fast Food","12 Noon to 3 PM, 7 PM to 11 PM",1000,3,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Valet Parking Available', 'Air Conditioned', 'Wifi', 'Serves Jain Food', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",4.6,Excellent,888,https://www.google.com/maps/search/?api=1&query=Nini%27s%20Kitchen%2C%20104/105%2C%20First%20Floor%2C%203rd%20Eye%20Vision%2C%20Dr.%20Vikram%20Sarabhai%20Marg%20%28IIM%20road%29%2C%20Near%20Nexa%20Showroom%2C%20Vastrapur%2C%20Ahmedabad
39,Honest,['Casual Dining'],https://www.zomato.com/ahmedabad/honest-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2, Parth Empire, Near Fire Station, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,0,"Mani Nagar, Ahmedabad","North Indian, South Indian, Fast Food, Chinese",11 AM to 12 Midnight,700,2,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.5,Good,1120,https://www.google.com/maps/search/?api=1&query=Honest%2C%202%2C%20Parth%20Empire%2C%20Near%20Fire%20Station%2C%20Mani%20Nagar%2C%20Ahmedabad
40,Java+ - Courtyard By Marriott,['Café'],https://www.zomato.com/ahmedabad/java-courtyard-by-marriott-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Courtyard By Marriott, Ramdevnagar Cross Road, Satellite, Ahmedabad",Ahmedabad,"Courtyard By Marriott, Satellite",,"Courtyard By Marriott, Satellite, Ahmedabad",Cafe,24 Hours,1000,3,"['No Alcohol Available', 'Takeaway Available', 'Breakfast', 'Cash', 'Credit Card', 'Debit Card', 'Live Sports Screening', 'Outdoor Seating', 'Table Reservation Not Required', 'Wheelchair Accessible', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Wifi']",4.1,Very Good,1275,https://www.google.com/maps/search/?api=1&query=Java%2B%20-%20Courtyard%20By%20Marriott%2C%20Courtyard%20By%20Marriott%2C%20Ramdevnagar%20Cross%20Road%2C%20Satellite%2C%20Ahmedabad
41,Ratatouille - By Pepperazzi,['Casual Dining'],https://www.zomato.com/ahmedabad/ratatouille-by-pepperazzi-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"201, Shilp Aaron, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380059,"Bodakdev, Ahmedabad","Italian, Continental","7pm – 11pm (Mon),12noon – 3pm, 7pm – 11pm (Tue-Sun)",1000,3,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.1,Very Good,707,https://www.google.com/maps/search/?api=1&query=Ratatouille%20-%20By%20Pepperazzi%2C%20201%2C%20Shilp%20Aaron%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
42,Nini's Kitchen,['Casual Dining'],https://www.zomato.com/niniskitchen?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"9C, Venus Atlantis, Near Shell Petrol Pump, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,,"Prahlad Nagar, Ahmedabad","North Indian, Italian","12 Noon to 3 PM, 7 PM to 11 PM",1000,3,"['Takeaway Available', 'Debit Card', 'Lunch', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Air Conditioned', 'Wheelchair Accessible', 'Serves Jain Food', 'Valet Parking Available', 'Pure Veg', 'Indoor Seating']",4.5,Excellent,1896,https://www.google.com/maps/search/?api=1&query=Nini%27s%20Kitchen%2C%209C%2C%20Venus%20Atlantis%2C%20Near%20Shell%20Petrol%20Pump%2C%20Prahlad%20Nagar%2C%20Ahmedabad
43,Jay Nilkanth Food,['Quick Bites'],https://www.zomato.com/ahmedabad/jay-nilkanth-food-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5, Drive In Shopping Centre, Near Indraprasth Tower, Drive In Road, Gurukul, Ahmedabad",Ahmedabad,Gurukul,380054,"Gurukul, Ahmedabad",North Indian,Mon-Sun (8 AM to 11 PM),400,2,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Dinner', 'Delivery', 'Breakfast', 'Outdoor Seating', 'Indoor Seating', 'Pure Veg']",3.8,Good,682,https://www.google.com/maps/search/?api=1&query=Jay%20Nilkanth%20Food%2C%20Shop%205%2C%20Drive%20In%20Shopping%20Centre%2C%20Near%20Indraprasth%20Tower%2C%20Drive%20In%20Road%2C%20Gurukul%2C%20Ahmedabad
44,Rp's Pizzeria,['Quick Bites'],https://www.zomato.com/ahmedabad/rps-pizzeria-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1-3, Prime Plaza, Opposite DLA School, NFD Circle, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Pizza, Italian",11 AM to 11 PM,550,2,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg']",4.3,Very Good,820,https://www.google.com/maps/search/?api=1&query=Rp%27s%20Pizzeria%2C%201-3%2C%20Prime%20Plaza%2C%20Opposite%20DLA%20School%2C%20NFD%20Circle%2C%20Bodakdev%2C%20Ahmedabad
45,Pleasure Trove,['Casual Dining'],https://www.zomato.com/ahmedabad/pleasure-trove-ashram-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B 101-104, Sakar 7, Nehru Bridge Corner, Near Patang Restaurant, Ashram Road, Ahmedabad",Ahmedabad,Ashram Road,0,"Ashram Road, Ahmedabad","Mughlai, Chinese","Mon-Sun (12 Noon to 2:30 PM, 7 PM to 10:30 PM)",1200,3,"['Debit Card', 'Lunch', 'Cash', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Indoor Seating', 'Table booking not available', 'Buffet', 'Air Conditioned']",4.1,Very Good,1156,https://www.google.com/maps/search/?api=1&query=Pleasure%20Trove%2C%20B%20101-104%2C%20Sakar%207%2C%20Nehru%20Bridge%20Corner%2C%20Near%20Patang%20Restaurant%2C%20Ashram%20Road%2C%20Ahmedabad
46,Unlocked,['Café'],https://www.zomato.com/ahmedabad/unlocked-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Dwarkesh Complex, Near, Off C G Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Cafe, Italian, European, Continental","11am – 11pm (Mon-Wed),6pm – 11pm (Thu),11am – 12midnight (Fri-Sun)",1000,3,"['Dinner', 'Cash', 'Delivery', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Board Games', 'Valet Parking Available', 'Indoor Seating', 'Digital Payments Accepted', 'Live Sports Screening', 'Outdoor Seating', 'Table booking recommended', 'Air Conditioned', 'Smoking Area']",4.3,Very Good,1312,https://www.google.com/maps/search/?api=1&query=Unlocked%2C%20Dwarkesh%20Complex%2C%20Near%2C%20Off%20C%20G%20Road%2C%20Navrangpura%2C%20Ahmedabad
47,Farki,['Dessert Parlour'],https://www.zomato.com/ahmedabad/farki-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Kairos, Drive In Road, Mayur Nagar Society",Ahmedabad,Gurukul,,"Gurukul, Ahmedabad",Desserts,9 AM to 11 PM,300,1,"['Delivery', 'Debit Card', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Credit Card', 'Pure Veg', 'Air Conditioned', 'Desserts and Bakes', 'Indoor Seating', 'Digital Payments Accepted']",4.5,Excellent,691,https://www.google.com/maps/search/?api=1&query=Farki%2C%20Kairos%2C%20Drive%20In%20Road%2C%20Mayur%20Nagar%20Society
48,New Freeze Land,['Quick Bites'],https://www.zomato.com/ahmedabad/new-freeze-land-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Silicon Tower, Behind Samartheshwar Mahadev Mandir, C G Road, Ahmedabad",Ahmedabad,C G Road,380006,"C G Road, Ahmedabad","Fast Food, Beverages",10:30 AM to 11 PM,500,2,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.2,Very Good,876,https://www.google.com/maps/search/?api=1&query=New%20Freeze%20Land%2C%20Ground%20Floor%2C%20Silicon%20Tower%2C%20Behind%20Samartheshwar%20Mahadev%20Mandir%2C%20C%20G%20Road%2C%20Ahmedabad
49,Buttercupp,['Dessert Parlour'],https://www.zomato.com/ahmedabad/buttercupp-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4, Advait Mall, Sandesh Press Road, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,380054,"Vastrapur, Ahmedabad","Desserts, Bakery",2PM to 8PM (Mon-Sun),300,1,"['Cash', 'Credit Card', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Desserts and Bakes', 'Air Conditioned']",4.9,Excellent,1455,https://www.google.com/maps/search/?api=1&query=Buttercupp%2C%204%2C%20Advait%20Mall%2C%20Sandesh%20Press%20Road%2C%20Vastrapur%2C%20Ahmedabad
50,Little French House,['Café'],https://www.zomato.com/ahmedabad/little-french-house-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Citizen Arena, Opposite Nidhi Hospital, Near Stadium Circle, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Cafe,11 AM to 11 PM,1000,3,"['Dinner', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Cash', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Serves Jain Food', 'Digital Payments Accepted', 'Pure Veg']",4.3,Very Good,406,https://www.google.com/maps/search/?api=1&query=Little%20French%20House%2C%20Ground%20Floor%2C%20Citizen%20Arena%2C%20Opposite%20Nidhi%20Hospital%2C%20Near%20Stadium%20Circle%2C%20Navrangpura%2C%20Ahmedabad
51,KFC,['Quick Bites'],https://www.zomato.com/ahmedabad/kfc-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, 3rd Eye Building 2, Near Panchvati Circle, C G Road, Ahmedabad",Ahmedabad,C G Road,,"C G Road, Ahmedabad","Burger, Fast Food",11 AM to 11 PM (Mon-Sun),450,2,"['Cash', 'No Alcohol Available', 'Credit Card', 'Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Digital Payments Accepted', 'Indoor Seating', 'Free Parking']",3.9,Good,768,https://www.google.com/maps/search/?api=1&query=KFC%2C%20Ground%20Floor%2C%203rd%20Eye%20Building%202%2C%20Near%20Panchvati%20Circle%2C%20C%20G%20Road%2C%20Ahmedabad
52,Havmor Restaurant,['Casual Dining'],https://www.zomato.com/ahmedabad/havmor-restaurant-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13, Shivalik Arcade, Near 100 Ft Ring Road, Anand Nagar Road, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,0,"Prahlad Nagar, Ahmedabad","North Indian, Fast Food",12 Noon to 11 PM,700,2,"['Lunch', 'Delivery', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",4.1,Very Good,462,https://www.google.com/maps/search/?api=1&query=Havmor%20Restaurant%2C%2013%2C%20Shivalik%20Arcade%2C%20Near%20100%20Ft%20Ring%20Road%2C%20Anand%20Nagar%20Road%2C%20Prahlad%20Nagar%2C%20Ahmedabad
53,Burger King,['Quick Bites'],https://www.zomato.com/ahmedabad/burger-king-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Himalaya Mall, Drive-in-Road, Gurukul, Ahmedabad",Ahmedabad,Gurukul,,"Gurukul, Ahmedabad","Burger, Fast Food, Beverages",8 AM to 11 PM,500,2,"['Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Digital Payments Accepted', 'Indoor Seating', 'Axis Bank - Dining Delights']",3.9,Good,932,https://www.google.com/maps/search/?api=1&query=Burger%20King%2C%20Ground%20Floor%2C%20Himalaya%20Mall%2C%20Drive-in-Road%2C%20Gurukul%2C%20Ahmedabad
54,Jassi De Parathe,['Casual Dining'],https://www.zomato.com/ahmedabad/jassi-de-parathe-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"107, Safal Pegasus, Anand Nagar Road, Prahlad Nagar, Ahmedabad",Ahmedabad,"Safal Pegasus, Prahlad Nagar",0,"Safal Pegasus, Prahlad Nagar, Ahmedabad",North Indian,11am – 11:30pm (Mon-Sun),650,2,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Pure Veg', 'Rooftop', 'Air Conditioned']",4.5,Excellent,1949,https://www.google.com/maps/search/?api=1&query=Jassi%20De%20Parathe%2C%20107%2C%20Safal%20Pegasus%2C%20Anand%20Nagar%20Road%2C%20Prahlad%20Nagar%2C%20Ahmedabad
55,RP's Pizzeria,['Casual Dining'],https://www.zomato.com/ahmedabad/rps-pizzeria-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 5, Ground Floor, Axiom 2, SP Ring Road, Bopal, Ahmedabad",Ahmedabad,Bopal,,"Bopal, Ahmedabad","Pizza, Italian",11 AM to 11 PM,550,2,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted']",4.4,Very Good,1071,https://www.google.com/maps/search/?api=1&query=RP%27s%20Pizzeria%2C%20Shop%205%2C%20Ground%20Floor%2C%20Axiom%202%2C%20SP%20Ring%20Road%2C%20Bopal%2C%20Ahmedabad
56,Shakti - The Sandwich Shop,['Quick Bites'],https://www.zomato.com/ahmedabad/shakti-the-sandwich-shop-gulbai-tekra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 2, Aaryan Work Spaces, St Xaviers College, Corner Road, Gulbai Tekra, Ahmedabad",Ahmedabad,"Aryan Work Spaces, Gulbai tekra",,"Aryan Work Spaces, Gulbai tekra, Ahmedabad","Fast Food, Sandwich",11 AM to 3 AM,500,2,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Free Parking', 'Air Conditioned', 'Wifi', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",4.2,Very Good,820,https://www.google.com/maps/search/?api=1&query=Shakti%20-%20The%20Sandwich%20Shop%2C%20Shop%202%2C%20Aaryan%20Work%20Spaces%2C%20St%20Xaviers%20College%2C%20Corner%20Road%2C%20Gulbai%20Tekra%2C%20Ahmedabad
57,McDonald's,['Quick Bites'],https://www.zomato.com/ahmedabad/mcdonalds-gurukul?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Himalaya Mall, Next to Indraprasth Towers, Drive-In Road, Gurukul, Ahmedabad",Ahmedabad,"Himalaya Mall, Gurukul",0,"Himalaya Mall, Gurukul, Ahmedabad","Burger, Fast Food",9 AM to 1 AM,500,2,"['Lunch', 'Cash', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Mall Parking', 'Takeaway Available', 'Breakfast', 'Sodexo', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted', 'Wifi']",4.0,Very Good,697,https://www.google.com/maps/search/?api=1&query=McDonald%27s%2C%20Himalaya%20Mall%2C%20Next%20to%20Indraprasth%20Towers%2C%20Drive-In%20Road%2C%20Gurukul%2C%20Ahmedabad
58,Domino's Pizza,['Quick Bites'],https://www.zomato.com/ahmedabad/dominos-pizza-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2, Ground Floor, Sigma Esquire, Opposite Kankaria Swimming Pool, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,0,"Mani Nagar, Ahmedabad","Pizza, Fast Food",10:57 AM to 3 AM,400,2,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Air Conditioned', 'Pure Veg', 'Indoor Seating', 'Digital Payments Accepted']",3.8,Good,1137,https://www.google.com/maps/search/?api=1&query=Domino%27s%20Pizza%2C%202%2C%20Ground%20Floor%2C%20Sigma%20Esquire%2C%20Opposite%20Kankaria%20Swimming%20Pool%2C%20Mani%20Nagar%2C%20Ahmedabad
59,Barbeque Nation,['Casual Dining'],https://www.zomato.com/ahmedabad/barbeque-nation-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor, Formula 1, Beside Venus Atlantis, 100 Feet Road, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,,"Prahlad Nagar, Ahmedabad","Mughlai, North Indian, BBQ","12noon – 3:30pm, 6:30pm – 11pm (Mon-Sun)",1600,4,"['Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Lunch', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended', 'Buffet']",4.6,Excellent,871,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%2C%201st%20Floor%2C%20Formula%201%2C%20Beside%20Venus%20Atlantis%2C%20100%20Feet%20Road%2C%20Prahlad%20Nagar%2C%20Ahmedabad
60,Roastery Cultur - The Coffee Company,['Café'],https://www.zomato.com/ahmedabad/roastery-cultur-the-coffee-company-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"41, Spring Field Row House, Bunglow Road, Near Amul Auda Garden Judges, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad",Cafe,9am – 12midnight (Mon-Sun),800,3,"['Dinner', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Free Parking', 'Indoor Seating', 'Outdoor Seating', 'Pure Veg']",4.6,Excellent,184,https://www.google.com/maps/search/?api=1&query=Roastery%20Cultur%20-%20The%20Coffee%20Company%2C%2041%2C%20Spring%20Field%20Row%20House%2C%20Bunglow%20Road%2C%20Near%20Amul%20Auda%20Garden%20Judges%2C%20Bodakdev%2C%20Ahmedabad
61,Kovallam,['Casual Dining'],https://www.zomato.com/ahmedabad/kovallam-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Sardar Patel Sewa Samaj Hall, C G Road, Ahmedabad",Ahmedabad,C G Road,,"C G Road, Ahmedabad",South Indian,"11am – 3pm, 6pm – 10:30pm (Mon-Sun)",700,2,"['Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted']",4.7,Excellent,623,https://www.google.com/maps/search/?api=1&query=Kovallam%2C%20Opposite%20Sardar%20Patel%20Sewa%20Samaj%20Hall%2C%20C%20G%20Road%2C%20Ahmedabad
62,City Corner,['Casual Dining'],https://www.zomato.com/ahmedabad/city-corner-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, Rajkamal Complex, Opposite Swaminarayan Mandir, Rambaug, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,380008,"Mani Nagar, Ahmedabad","Fast Food, Chinese, South Indian",12 Noon to 12:15 AM,400,2,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",4.1,Very Good,813,https://www.google.com/maps/search/?api=1&query=City%20Corner%2C%201%2C%20Rajkamal%20Complex%2C%20Opposite%20Swaminarayan%20Mandir%2C%20Rambaug%2C%20Mani%20Nagar%2C%20Ahmedabad
